"SG2","SG1","STRESS","","","STRES, Mpa","C1","C2"
"","","","","","195.15463463346","-113911.23","-122542.52375"
"","","","","","195.61599310777","-114771.1975","-123267.9025"
"","","","","","196.07735158208","-115350.75125","-124077.3175"
"","","","","","196.53871005639","-116753.115","-124804.24875"
"","","","","","197.0000685307","-117065.2","-125909.1025"
"","","","","","197.46142700501","-118009.69375","-126706.22625"
"","","","","","197.92278547933","-118673.615","-127245.4525"
"","","","","","198.38414395364","-119489.49625","-127697.315"
"","","","","","198.84550242795","-120198.94125","-128754.71"
"","","","","","199.30686090226","-121020.90375","-129482.4"
"","","","","","199.76821937657","-121869.8725","-130413.8775"
"","","","","","200.22957785088","-123021.47625","-131128.5875"
"","","","","","200.69093632519","-123271.915","-131854.87"
"","","","","","201.1522947995","-124032.1175","-132409.945"
"","","","","","201.61365327381","-124991.8175","-133749.89625"
"","","","","","202.07501174812","-126069.68375","-134119.7525"
"","","","","","202.53637022243","-126626.64875","-134968.0975"
"","","","","","202.99772869674","-127401.72625","-135863.405"
"","","","","","203.45908717105","-128184.935","-136541.635"
"","","","","","203.92044564537","-128457.52","-137267.7"
"","","","","","204.38180411968","-129285.74125","-138076.205"
"","","","","","204.84316259399","-130231.3475","-138544.06625"
"","","","","","205.3045210683","-131137.40625","-139339.5325"
"","","","","","205.76587954261","-132027.1975","-139815.95125"
"","","","","","206.22723801692","-132957.78375","-140915.61625"
"","","","","","206.68859649123","-133670.59125","-141836.6625"
"","","","","","207.14995496554","-134517.2525","-142921.61"
"","","","","","207.61131343985","-135175.83375","-142876.49"
"","","","","","208.07267191416","-136086.045","-143590.07625"
"","","","","","208.53403038847","-136850.05375","-144435.2025"
"","","","","","208.99538886278","-137660.71125","-144590.25"
"","","","","","209.4567473371","-138581.50875","-145747.06125"
"","","","","","209.91810581141","-139428.42875","-146638.105"
"","","","","","210.37946428572","-140058.40125","-147028.6175"
"","","","","","210.84082276003","-140915.7825","-147971.2175"
"","","","","","211.30218123434","-141677.70125","-148737.4075"
"","","","","","211.76353970865","-142045.72875","-149207.98875"
"","","","","","212.22489818296","-143065.67875","-150117.905"
"","","","","","212.68625665727","-143706.15375","-150554.92875"
"","","","","","213.14761513158","-144436.06875","-151083.09"
"","","","","","213.60897360589","-145439.2575","-152439.62"
"","","","","","214.0703320802","-146337.1725","-153194.845"
"","","","","","214.53169055451","-146784.07","-153641.00625"
"","","","","","214.99304902882","-147486.185","-154420.43"
"","","","","","215.45440750314","-148503.4825","-155547.62875"
"","","","","","215.91576597745","-148991.2325","-156006.695"
"","","","","","216.37712445176","-149689.98375","-156382.15375"
"","","","","","216.83848292607","-150660.85","-157322.7975"
"","","","","","217.29984140038","-151470.34375","-157771.1775"
"","","","","","217.76119987469","-152529.525","-158843.47"
"","","","","","218.222558349","-152869.4675","-159394.87375"
"","","","","","218.68391682331","-153716.67625","-160014.64875"
"","","","","","219.14527529762","-154418.42375","-160630.9775"
"","","","","","219.60663377193","-155231.01875","-161803.63"
"","","","","","220.06799224624","-155984.72875","-162270.75875"
"","","","","","220.52935072055","-157019.84625","-163970.965"
"","","","","","220.99070919486","-157653.61","-165256.6625"
"","","","","","221.45206766918","-159122.3575","-166197.54625"
"","","","","","221.91342614349","-161813.67875","-169347.3375"
"","","","","","222.3747846178","-164107.40875","-178226.75"
"","","","","","222.83614309211","-165512.4725","-182603.8475"
"","","","","","223.29750156642","-166526.96125","-183853.37125"
"","","","","","223.75886004073","-167804.0425","-185080.68875"
"","","","","","224.22021851504","-168571.0775","-186061.85375"
"","","","","","224.68157698935","-169284.78875","-187679.70125"
"","","","","","225.14293546366","-170126.07375","-188517.29125"
"","","","","","225.60429393797","-171192.1125","-189245.94125"
"","","","","","226.06565241228","-172462.16375","-190315.9"
"","","","","","226.52701088659","-173023.42","-190932.70625"
"","","","","","226.98836936091","-174020.0975","-191528.94125"
"","","","","","227.44972783522","-174902.11125","-192325.555"
"","","","","","227.91108630953","-175395.305","-192742.4825"
"","","","","","228.37244478384","-176273.825","-193742.08125"
"","","","","","228.83380325815","-176560.325","-194977.41625"
"","","","","","229.29516173246","-177621.25375","-195350.97875"
"","","","","","229.75652020677","-178584.36875","-196658.46625"
"","","","","","230.21787868108","-179233.28375","-197184.1275"
"","","","","","230.67923715539","-179672.39875","-197774.33875"
"","","","","","231.1405956297","-181929.40375","-199807.4075"
"","","","","","231.60195410401","-186540.40125","-201868.87625"
"","","","","","232.06331257832","-187757.2175","-202992.715"
"","","","","","232.52467105263","-189150.0825","-204151.01"
"","","","","","232.98602952695","-189749.29625","-205157.69625"
"","","","","","233.44738800126","-191058.3475","-205851.57375"
"","","","","","233.90874647557","-191576.7125","-206738.14625"
"","","","","","234.37010494988","-192659.52625","-207440.23375"
"","","","","","234.83146342419","-193801.1775","-208393.03"
"","","","","","235.2928218985","-171633.2525","-305561.22125"
"","","","","","235.75418037281","-133548.46125","-423424.305"
"","","","","","236.21553884712","-131701.37875","-421643.1"
"","","","","","236.67689732143","-130525.4175","-421564.8575"
"","","","","","237.13825579574","-129980.11","-421734.07125"
"","","","","","237.59961427005","-130142.14625","-420684.3475"
"","","","","","238.06097274436","-131155.895","-420678.5"
"","","","","","238.52233121867","-137552.35","-427416.0725"
"","","","","","238.98368969299","-136849.52125","-426705.75875"
"","","","","","239.4450481673","-133081.1775","-422872.23875"
"","","","","","239.90640664161","-132170.485","-422514.4275"
"","","","","","240.36776511592","-130969.83875","-421597.48375"
"","","","","","240.82912359023","-130335.87875","-421094.91125"
"","","","","","241.29048206454","-130106.08","-420782.7475"
"","","","","","241.75184053885","-129344.78","-419279.095"
"","","","","","242.21319901316","-129451.49","-419856.5025"
"","","","","","242.67455748747","-129037.7425","-419773.6525"
"","","","","","243.13591596178","-129032.26875","-419393.54625"
"","","","","","243.59727443609","-129579.87125","-419791.065"
"","","","","","244.0586329104","-131205.32625","-421693.195"
"","","","","","244.51999138472","-136587.49","-427185.00125"
"","","","","","244.98134985903","-135572.23375","-426375.7725"
"","","","","","245.44270833334","-135881.66125","-426645.32625"
